Unnamed: 0,gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays,type
818,Male,42,Married,GCSE/CSE,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
819,Female,34,Single,Degree,Other,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
821,Male,55,Separated,Degree,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
822,Male,65,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
823,Female,62,Married,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
824,Female,66,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
825,Female,73,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
826,Male,34,Single,Other/Sub Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
827,Female,33,Married,Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
828,Male,76,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
830,Female,39,Married,Degree,English,White,"Under 2,600",Midlands & East Anglia,No,,,
831,Female,26,Single,Degree,British,Asian,"15,600 to 20,800",Midlands & East Anglia,No,,,
833,Female,78,Married,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
834,Male,42,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,No,,,
835,Female,72,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
838,Male,24,Single,A Levels,British,White,"15,600 to 20,800",Midlands & East Anglia,No,,,
840,Female,64,Married,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
841,Male,86,Married,Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
842,Female,46,Married,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
844,Male,35,Divorced,Higher/Sub Degree,Other,White,"28,600 to 36,400",Midlands & East Anglia,No,,,
846,Female,39,Married,Higher/Sub Degree,Irish,White,"Under 2,600",Midlands & East Anglia,No,,,
847,Female,28,Married,GCSE/O Level,English,White,"Above 36,400",Midlands & East Anglia,No,,,
848,Female,33,Married,Higher/Sub Degree,Refused,Refused,Refused,Midlands & East Anglia,No,,,
849,Female,39,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
850,Male,45,Divorced,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
851,Female,37,Separated,Higher/Sub Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
853,Male,76,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
854,Male,26,Married,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,No,,,
856,Male,72,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
857,Female,72,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
858,Female,65,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
859,Female,69,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,No,,,
860,Female,61,Married,A Levels,English,White,Unknown,Midlands & East Anglia,No,,,
861,Female,63,Married,No Qualification,English,White,Refused,Midlands & East Anglia,No,,,
862,Male,16,Single,No Qualification,British,White,Refused,Midlands & East Anglia,No,,,
863,Male,61,Divorced,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,No,,,
864,Male,18,Single,GCSE/O Level,English,White,"Under 2,600",Midlands & East Anglia,No,,,
865,Male,76,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
866,Male,65,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
867,Female,52,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,No,,,
868,Male,64,Widowed,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,No,,,
869,Female,42,Married,GCSE/CSE,British,White,"Under 2,600",Midlands & East Anglia,No,,,
870,Male,40,Married,Degree,Other,White,"Above 36,400",London,No,,,
871,Female,28,Married,Other/Sub Degree,English,Mixed,"20,800 to 28,600",London,No,,,
872,Male,40,Married,Degree,Welsh,White,"Above 36,400",London,No,,,
873,Male,48,Married,GCSE/O Level,British,White,"28,600 to 36,400",London,No,,,
874,Male,35,Separated,Degree,Other,White,"20,800 to 28,600",London,No,,,
876,Female,26,Single,Degree,British,White,"5,200 to 10,400",London,No,,,
877,Male,81,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
878,Male,77,Divorced,A Levels,English,White,"10,400 to 15,600",London,No,,,
879,Female,25,Single,Degree,British,White,"15,600 to 20,800",London,No,,,
880,Female,66,Married,No Qualification,British,Asian,"Under 2,600",London,No,,,
882,Male,43,Married,GCSE/O Level,British,Black,"15,600 to 20,800",London,No,,,
884,Male,29,Married,Degree,English,White,"Above 36,400",London,No,,,
885,Female,20,Single,No Qualification,English,White,"5,200 to 10,400",London,No,,,
887,Male,40,Married,No Qualification,Other,Chinese,"20,800 to 28,600",London,No,,,
888,Female,64,Single,Higher/Sub Degree,Irish,White,"5,200 to 10,400",London,No,,,
889,Male,66,Single,Degree,British,Chinese,Refused,London,No,,,
890,Female,34,Single,Degree,British,White,"5,200 to 10,400",London,No,,,
891,Female,76,Divorced,Degree,British,White,"28,600 to 36,400",London,No,,,
893,Male,55,Married,Degree,Other,Mixed,"Above 36,400",London,No,,,
894,Female,49,Single,GCSE/O Level,English,White,"5,200 to 10,400",London,No,,,
895,Male,38,Separated,Degree,English,Chinese,"10,400 to 15,600",London,No,,,
897,Male,77,Married,Degree,Welsh,White,"15,600 to 20,800",London,No,,,
899,Female,26,Separated,Higher/Sub Degree,British,White,"Under 2,600",London,No,,,
902,Female,45,Single,No Qualification,Other,Black,"2,600 to 5,200",London,No,,,
903,Female,61,Married,No Qualification,English,White,Refused,London,No,,,
904,Female,47,Married,GCSE/O Level,English,White,"5,200 to 10,400",London,No,,,
907,Male,26,Single,Degree,British,Chinese,"2,600 to 5,200",London,No,,,
911,Female,21,Single,GCSE/O Level,British,Black,Refused,London,No,,,
912,Male,26,Single,No Qualification,British,Chinese,"10,400 to 15,600",London,No,,,
913,Female,83,Widowed,No Qualification,English,White,Unknown,London,No,,,
914,Female,56,Divorced,No Qualification,Other,White,"5,200 to 10,400",London,No,,,
916,Female,66,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
918,Female,77,Single,No Qualification,English,White,"5,200 to 10,400",London,No,,,
919,Female,70,Married,No Qualification,English,White,"Under 2,600",London,No,,,
921,Female,81,Widowed,No Qualification,British,White,"5,200 to 10,400",London,No,,,
922,Male,37,Separated,Other/Sub Degree,Other,White,"2,600 to 5,200",London,No,,,
923,Male,90,Married,No Qualification,English,White,"2,600 to 5,200",London,No,,,
925,Female,24,Single,A Levels,Other,White,"5,200 to 10,400",London,No,,,
926,Male,81,Widowed,No Qualification,English,White,"2,600 to 5,200",London,No,,,
927,Female,38,Separated,ONC/BTEC,Other,Black,"5,200 to 10,400",London,No,,,
929,Male,31,Married,GCSE/CSE,British,Asian,"5,200 to 10,400",London,No,,,
930,Female,77,Widowed,No Qualification,Other,White,"2,600 to 5,200",London,No,,,
932,Male,54,Single,No Qualification,English,White,"2,600 to 5,200",London,No,,,
933,Female,72,Widowed,No Qualification,British,White,"5,200 to 10,400",London,No,,,
935,Male,47,Single,ONC/BTEC,British,White,"20,800 to 28,600",London,No,,,
936,Female,76,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
937,Male,41,Married,A Levels,English,White,"20,800 to 28,600",London,No,,,
938,Female,80,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
939,Female,63,Married,No Qualification,English,White,"2,600 to 5,200",London,No,,,
940,Male,29,Married,No Qualification,English,White,"15,600 to 20,800",London,No,,,
941,Female,40,Single,GCSE/O Level,Other,White,"15,600 to 20,800",London,No,,,
942,Female,54,Married,No Qualification,English,White,"10,400 to 15,600",London,No,,,
944,Male,69,Married,Other/Sub Degree,Other,Asian,"10,400 to 15,600",London,No,,,
945,Male,51,Married,No Qualification,British,White,"15,600 to 20,800",London,No,,,
946,Male,70,Widowed,No Qualification,English,White,"5,200 to 10,400",London,No,,,
948,Female,73,Married,No Qualification,English,White,"Under 2,600",London,No,,,
949,Male,72,Married,Other/Sub Degree,British,White,"2,600 to 5,200",London,No,,,
950,Female,18,Single,GCSE/O Level,English,White,"Under 2,600",London,No,,,
951,Female,57,Married,Other/Sub Degree,British,White,"Under 2,600",London,No,,,
952,Male,21,Single,A Levels,British,White,Refused,London,No,,,
953,Male,64,Married,Degree,British,Asian,"5,200 to 10,400",London,No,,,
954,Female,39,Married,GCSE/CSE,English,White,"20,800 to 28,600",London,No,,,
955,Female,37,Divorced,GCSE/CSE,British,White,"5,200 to 10,400",London,No,,,
957,Female,37,Married,Degree,English,White,"10,400 to 15,600",London,No,,,
958,Male,79,Married,No Qualification,English,White,"2,600 to 5,200",London,No,,,
959,Female,49,Married,GCSE/CSE,English,White,"5,200 to 10,400",London,No,,,
960,Female,30,Married,GCSE/O Level,English,White,"5,200 to 10,400",London,No,,,
961,Female,27,Single,Degree,Welsh,White,"20,800 to 28,600",London,No,,,
962,Male,16,Single,GCSE/O Level,English,White,"Under 2,600",London,No,,,
963,Male,40,Married,GCSE/O Level,English,White,"Above 36,400",London,No,,,
964,Female,45,Separated,GCSE/O Level,English,White,"15,600 to 20,800",London,No,,,
965,Female,78,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",London,No,,,
966,Female,59,Married,Other/Sub Degree,English,White,"5,200 to 10,400",London,No,,,
968,Female,33,Married,A Levels,English,White,"10,400 to 15,600",London,No,,,
969,Female,57,Divorced,No Qualification,British,White,"15,600 to 20,800",London,No,,,
971,Female,54,Divorced,Higher/Sub Degree,English,White,"2,600 to 5,200",London,No,,,
972,Female,33,Married,A Levels,Irish,White,"Above 36,400",London,No,,,
973,Female,52,Single,Other/Sub Degree,Irish,White,"2,600 to 5,200",London,No,,,
974,Male,31,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",London,No,,,
975,Female,54,Married,Degree,British,White,"28,600 to 36,400",London,No,,,
977,Female,23,Single,GCSE/O Level,English,White,"10,400 to 15,600",London,No,,,
978,Female,81,Widowed,GCSE/CSE,British,White,"Under 2,600",London,No,,,
979,Female,17,Single,A Levels,British,White,Refused,London,No,,,
980,Male,73,Married,No Qualification,British,White,"Above 36,400",London,No,,,
981,Male,62,Married,No Qualification,English,White,"20,800 to 28,600",London,No,,,
984,Female,18,Single,A Levels,English,White,"Under 2,600",London,No,,,
987,Female,55,Married,Degree,British,White,"20,800 to 28,600",London,No,,,
989,Female,30,Married,ONC/BTEC,British,Asian,"5,200 to 10,400",London,No,,,
990,Female,25,Single,Degree,Other,Black,"2,600 to 5,200",London,No,,,
992,Male,36,Single,GCSE/O Level,English,White,"15,600 to 20,800",London,No,,,
993,Female,40,Married,Other/Sub Degree,Other,White,"Under 2,600",London,No,,,
995,Male,44,Married,Degree,British,White,"10,400 to 15,600",London,No,,,
997,Male,73,Married,ONC/BTEC,English,White,"5,200 to 10,400",London,No,,,
998,Female,36,Married,GCSE/O Level,English,White,"15,600 to 20,800",London,No,,,
999,Male,69,Widowed,No Qualification,Irish,White,"5,200 to 10,400",London,No,,,
1000,Female,41,Married,Degree,British,White,"10,400 to 15,600",London,No,,,
1001,Male,40,Married,Degree,Other,White,"Above 36,400",London,No,,,
1003,Male,27,Single,Degree,British,White,"15,600 to 20,800",London,No,,,
1004,Female,35,Single,Degree,English,White,"20,800 to 28,600",London,No,,,
1005,Male,35,Married,Degree,English,White,"Above 36,400",London,No,,,
1006,Male,33,Married,Other/Sub Degree,Other,White,"28,600 to 36,400",London,No,,,
1008,Female,26,Separated,Other/Sub Degree,British,Black,"5,200 to 10,400",London,No,,,
1009,Female,55,Married,No Qualification,English,White,Refused,London,No,,,
1010,Male,18,Single,GCSE/O Level,Other,Black,"Under 2,600",London,No,,,
1011,Female,68,Married,GCSE/O Level,British,Black,"5,200 to 10,400",London,No,,,
1012,Female,43,Single,GCSE/O Level,Other,Black,"10,400 to 15,600",London,No,,,
1013,Male,58,Married,No Qualification,English,Mixed,"20,800 to 28,600",London,No,,,
1014,Female,39,Married,GCSE/O Level,British,White,"5,200 to 10,400",London,No,,,
1015,Female,54,Separated,No Qualification,English,White,"2,600 to 5,200",London,No,,,
1016,Female,62,Married,No Qualification,British,White,"28,600 to 36,400",London,No,,,
1018,Female,59,Single,GCSE/O Level,English,White,"2,600 to 5,200",London,No,,,
1019,Female,57,Divorced,GCSE/O Level,British,White,"20,800 to 28,600",London,No,,,
1023,Female,24,Single,GCSE/CSE,British,White,"2,600 to 5,200",London,No,,,
1024,Female,66,Widowed,GCSE/CSE,British,Black,"10,400 to 15,600",London,No,,,
1026,Male,28,Single,GCSE/O Level,Refused,Refused,Refused,London,No,,,
1027,Male,59,Divorced,No Qualification,English,White,"20,800 to 28,600",London,No,,,
1028,Male,50,Married,Higher/Sub Degree,Other,Black,"20,800 to 28,600",London,No,,,
1029,Female,41,Separated,GCSE/CSE,English,White,"10,400 to 15,600",London,No,,,
1030,Female,76,Single,No Qualification,British,White,"5,200 to 10,400",London,No,,,
1033,Female,33,Widowed,Degree,Other,Chinese,"5,200 to 10,400",London,No,,,
1034,Male,31,Single,ONC/BTEC,Other,Black,"28,600 to 36,400",London,No,,,
1036,Female,37,Single,No Qualification,Other,White,"5,200 to 10,400",London,No,,,
1037,Male,81,Divorced,No Qualification,British,Black,"5,200 to 10,400",London,No,,,
1038,Female,36,Single,No Qualification,Other,Black,"20,800 to 28,600",London,No,,,
1040,Male,51,Married,Other/Sub Degree,British,Asian,"5,200 to 10,400",London,No,,,
1041,Female,19,Single,A Levels,British,Mixed,"10,400 to 15,600",London,No,,,
1042,Female,18,Single,A Levels,British,Black,Refused,London,No,,,
1044,Female,24,Single,ONC/BTEC,English,White,"5,200 to 10,400",London,No,,,
1046,Male,22,Single,Degree,Other,Asian,"2,600 to 5,200",London,No,,,
1047,Female,26,Single,Other/Sub Degree,Other,Black,"10,400 to 15,600",London,No,,,
1048,Female,33,Single,Degree,British,Black,"2,600 to 5,200",London,No,,,
1051,Male,60,Married,No Qualification,British,Chinese,"2,600 to 5,200",London,No,,,
1052,Male,80,Married,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
1054,Female,65,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
1055,Male,42,Married,No Qualification,British,Chinese,"10,400 to 15,600",South East,No,,,
1056,Female,48,Married,GCSE/O Level,British,White,"15,600 to 20,800",South East,No,,,
1057,Male,46,Married,A Levels,Scottish,White,"Above 36,400",South East,No,,,
1058,Male,44,Married,ONC/BTEC,English,White,"28,600 to 36,400",South East,No,,,
1060,Male,38,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",South East,No,,,
1061,Female,52,Married,No Qualification,Irish,White,Refused,South East,No,,,
1062,Male,48,Divorced,Degree,English,White,"Above 36,400",South East,No,,,
1063,Male,65,Married,GCSE/CSE,British,White,"10,400 to 15,600",South East,No,,,
1064,Male,27,Single,Degree,English,White,"10,400 to 15,600",South East,No,,,
1065,Female,37,Married,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
1066,Female,42,Married,GCSE/O Level,British,White,"Under 2,600",South East,No,,,
1067,Male,53,Single,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
1069,Female,20,Single,ONC/BTEC,English,White,"15,600 to 20,800",South East,No,,,
1070,Female,62,Married,No Qualification,Refused,Refused,Refused,South East,No,,,
1071,Male,18,Single,Other/Sub Degree,English,White,"2,600 to 5,200",South East,No,,,
1072,Male,69,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
1074,Male,41,Married,Degree,British,Chinese,"28,600 to 36,400",South East,No,,,
1075,Male,74,Married,Higher/Sub Degree,English,White,"Above 36,400",South East,No,,,
1076,Female,20,Single,Other/Sub Degree,Other,White,"2,600 to 5,200",South East,No,,,
1077,Female,18,Single,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
1079,Male,49,Married,Degree,British,Chinese,"Above 36,400",South East,No,,,
1080,Male,64,Married,Higher/Sub Degree,British,White,"5,200 to 10,400",South East,No,,,
1081,Female,69,Widowed,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
1082,Female,33,Separated,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
1084,Female,63,Married,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
1085,Female,93,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",South East,No,,,
1086,Female,65,Married,No Qualification,English,White,"Under 2,600",South East,No,,,
1088,Female,38,Married,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
1090,Male,59,Married,A Levels,British,White,"Above 36,400",South East,No,,,
1091,Male,37,Single,Degree,English,Mixed,"Above 36,400",South East,No,,,
1093,Female,33,Married,GCSE/O Level,English,White,Refused,South East,No,,,
1094,Female,80,Single,Higher/Sub Degree,English,White,"2,600 to 5,200",South East,No,,,
1095,Male,49,Married,A Levels,English,White,"15,600 to 20,800",South East,No,,,
1096,Female,38,Married,Degree,English,White,"20,800 to 28,600",South East,No,,,
1098,Female,58,Married,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",South East,No,,,
1099,Female,63,Married,Degree,English,White,"2,600 to 5,200",South East,No,,,
1100,Female,69,Married,Other/Sub Degree,English,White,"2,600 to 5,200",South East,No,,,
1101,Male,86,Widowed,Other/Sub Degree,British,White,"20,800 to 28,600",South East,No,,,
1102,Female,66,Widowed,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,No,,,
1103,Male,61,Married,No Qualification,British,Unknown,"5,200 to 10,400",South East,No,,,
1104,Female,62,Separated,Higher/Sub Degree,English,White,"15,600 to 20,800",South East,No,,,
1105,Female,89,Widowed,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
1106,Female,72,Widowed,Degree,British,White,"20,800 to 28,600",South East,No,,,
1107,Male,64,Married,Other/Sub Degree,British,White,"Above 36,400",South East,No,,,
1108,Female,58,Married,A Levels,English,White,"28,600 to 36,400",South East,No,,,
1109,Female,80,Widowed,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
1110,Female,61,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",South East,No,,,
1111,Female,34,Married,Higher/Sub Degree,Irish,White,"5,200 to 10,400",South East,No,,,
1114,Female,40,Single,A Levels,English,White,"Above 36,400",South East,No,,,
1115,Male,53,Single,No Qualification,English,White,"20,800 to 28,600",South East,No,,,
1116,Female,31,Single,Degree,English,White,"20,800 to 28,600",South East,No,,,
1117,Female,86,Separated,No Qualification,English,White,"2,600 to 5,200",South East,No,,,
1119,Male,34,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",South East,No,,,
1120,Female,44,Single,Degree,English,White,"28,600 to 36,400",South East,No,,,
1121,Female,69,Widowed,A Levels,English,White,"5,200 to 10,400",South East,No,,,
1122,Female,56,Widowed,No Qualification,British,White,"15,600 to 20,800",South East,No,,,
1123,Male,79,Single,No Qualification,English,White,"2,600 to 5,200",South East,No,,,
1127,Male,46,Married,No Qualification,British,White,"15,600 to 20,800",South East,No,,,
1128,Female,30,Single,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
1129,Female,19,Single,A Levels,English,White,"5,200 to 10,400",South East,No,,,
1130,Male,45,Married,Degree,Welsh,White,"28,600 to 36,400",South East,No,,,
1131,Female,24,Single,Higher/Sub Degree,Other,White,"10,400 to 15,600",South East,No,,,
1132,Male,42,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,No,,,
1133,Male,32,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South East,No,,,
1136,Female,78,Widowed,No Qualification,British,White,"10,400 to 15,600",South East,No,,,
1138,Female,27,Married,Degree,English,White,"28,600 to 36,400",South East,No,,,
1139,Female,57,Married,Other/Sub Degree,English,White,Refused,South East,No,,,
1140,Female,24,Single,Degree,Refused,Refused,Refused,South East,No,,,
1141,Female,71,Married,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
1142,Male,51,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,No,,,
1143,Male,66,Widowed,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
1144,Female,73,Separated,No Qualification,British,White,"2,600 to 5,200",South East,No,,,
1149,Male,45,Divorced,No Qualification,English,White,"10,400 to 15,600",South East,No,,,
1150,Female,53,Married,No Qualification,English,White,Refused,South East,No,,,
1152,Female,64,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
1153,Male,39,Married,A Levels,British,White,"Under 2,600",South East,No,,,
1155,Male,17,Single,GCSE/CSE,English,White,Refused,South East,No,,,
1156,Male,78,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
1158,Male,41,Married,Higher/Sub Degree,English,White,"Above 36,400",South East,No,,,
1160,Male,25,Married,GCSE/O Level,English,White,"15,600 to 20,800",South East,No,,,
1161,Male,18,Married,ONC/BTEC,British,White,"2,600 to 5,200",South East,No,,,
1162,Female,58,Married,GCSE/O Level,English,White,"10,400 to 15,600",South East,No,,,
1163,Female,79,Widowed,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,No,,,
1165,Female,36,Married,GCSE/CSE,British,White,"Under 2,600",South East,No,,,
1166,Female,38,Divorced,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
1167,Male,19,Single,Other/Sub Degree,British,White,"10,400 to 15,600",South East,No,,,
1168,Female,45,Separated,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
1169,Male,54,Married,Degree,English,White,"Above 36,400",South East,No,,,
1170,Female,69,Widowed,GCSE/O Level,Scottish,White,"15,600 to 20,800",South East,No,,,
1171,Female,65,Widowed,Higher/Sub Degree,British,White,"10,400 to 15,600",South East,No,,,
1172,Male,31,Married,GCSE/CSE,English,White,"20,800 to 28,600",South East,No,,,
1173,Female,31,Married,Degree,British,White,"2,600 to 5,200",South East,No,,,
1175,Male,37,Single,ONC/BTEC,Other,White,"20,800 to 28,600",South East,No,,,
1176,Female,72,Married,No Qualification,English,White,Unknown,South East,No,,,
1177,Male,59,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,No,,,
1178,Female,82,Widowed,GCSE/O Level,English,White,Refused,South East,No,,,
1179,Male,81,Widowed,Degree,English,White,"28,600 to 36,400",South East,No,,,
1180,Female,65,Widowed,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
1184,Female,73,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
1185,Female,80,Divorced,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
1186,Male,55,Married,ONC/BTEC,English,White,"28,600 to 36,400",South East,No,,,
1187,Male,78,Widowed,No Qualification,English,White,Refused,South East,No,,,
1190,Male,75,Married,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
1191,Male,65,Married,Other/Sub Degree,English,Chinese,"5,200 to 10,400",South East,No,,,
1192,Male,79,Divorced,No Qualification,Refused,Refused,"2,600 to 5,200",South East,No,,,
1193,Male,75,Married,GCSE/O Level,English,Chinese,"20,800 to 28,600",South East,No,,,
1194,Female,69,Married,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
1195,Female,57,Single,No Qualification,British,White,"15,600 to 20,800",South East,No,,,
1196,Female,29,Single,Degree,English,White,"20,800 to 28,600",South East,No,,,
1198,Male,29,Married,Degree,British,White,"20,800 to 28,600",South East,No,,,
1199,Male,42,Divorced,No Qualification,British,White,"10,400 to 15,600",South East,No,,,
1201,Female,65,Widowed,No Qualification,British,White,"15,600 to 20,800",South East,No,,,
1203,Female,35,Single,Degree,English,White,"5,200 to 10,400",South East,No,,,
1206,Male,57,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",South East,No,,,
1207,Female,31,Single,Degree,English,White,"15,600 to 20,800",South East,No,,,
1208,Male,73,Married,No Qualification,British,White,"5,200 to 10,400",South East,No,,,
1209,Male,43,Married,Degree,British,White,"Above 36,400",South East,No,,,
1210,Male,38,Single,Degree,English,Black,"28,600 to 36,400",South East,No,,,
1212,Female,55,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,No,,,
1213,Male,59,Married,Degree,British,White,"Above 36,400",South East,No,,,
1214,Female,33,Married,Degree,British,White,"20,800 to 28,600",South East,No,,,
1218,Male,40,Single,A Levels,English,White,"15,600 to 20,800",South East,No,,,
1219,Male,57,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
1222,Female,46,Single,No Qualification,English,White,"2,600 to 5,200",South East,No,,,
1223,Male,39,Married,Higher/Sub Degree,British,White,"28,600 to 36,400",South East,No,,,
1224,Female,55,Married,GCSE/O Level,British,White,Refused,South East,No,,,
1226,Female,70,Widowed,ONC/BTEC,English,White,"5,200 to 10,400",South East,No,,,
1227,Female,44,Married,Higher/Sub Degree,Other,White,"Under 2,600",South East,No,,,
1228,Female,33,Married,ONC/BTEC,English,White,"Under 2,600",South East,No,,,
1229,Male,69,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",South East,No,,,
1231,Female,62,Widowed,No Qualification,British,White,Refused,South East,No,,,
1232,Female,31,Married,GCSE/O Level,British,White,"Under 2,600",South East,No,,,
1233,Male,70,Married,Other/Sub Degree,English,White,"10,400 to 15,600",South East,No,,,
1234,Male,32,Married,No Qualification,British,White,"28,600 to 36,400",South East,No,,,
1235,Female,75,Divorced,A Levels,British,White,Refused,South East,No,,,
1236,Male,47,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",South East,No,,,
1237,Male,57,Married,No Qualification,English,White,"20,800 to 28,600",South East,No,,,
1238,Male,86,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,No,,,
1239,Female,32,Single,GCSE/O Level,English,White,"2,600 to 5,200",South East,No,,,
1242,Female,69,Married,GCSE/O Level,English,White,"10,400 to 15,600",South East,No,,,
1243,Female,73,Married,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
1245,Female,75,Married,GCSE/O Level,English,White,Unknown,South East,No,,,
1247,Female,51,Married,Higher/Sub Degree,English,White,"10,400 to 15,600",South East,No,,,
1248,Female,35,Married,Degree,British,White,"10,400 to 15,600",South East,No,,,
1249,Male,38,Married,Degree,English,White,"Above 36,400",South East,No,,,
1250,Female,72,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
1251,Female,66,Married,A Levels,English,White,Refused,South East,No,,,
1252,Female,59,Married,GCSE/CSE,English,White,"2,600 to 5,200",South East,No,,,
1253,Male,70,Married,Degree,British,White,"20,800 to 28,600",South East,No,,,
1254,Male,44,Single,GCSE/CSE,English,White,Refused,South East,No,,,
1255,Female,67,Married,GCSE/CSE,English,White,"5,200 to 10,400",South East,No,,,
1256,Male,35,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,No,,,
1257,Female,33,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,No,,,
1258,Male,17,Single,GCSE/CSE,English,White,"2,600 to 5,200",South East,No,,,
1259,Female,45,Married,GCSE/O Level,British,White,"Under 2,600",South East,No,,,
1260,Female,57,Married,GCSE/O Level,British,White,"5,200 to 10,400",South East,No,,,
1261,Female,18,Single,A Levels,British,White,"Under 2,600",South East,No,,,
1262,Male,68,Separated,A Levels,English,White,"15,600 to 20,800",South East,No,,,
1265,Male,77,Single,GCSE/CSE,English,White,"5,200 to 10,400",South East,No,,,
1266,Female,77,Married,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
1267,Male,75,Married,ONC/BTEC,English,White,"Above 36,400",South East,No,,,
1269,Female,21,Single,GCSE/O Level,British,White,"2,600 to 5,200",South East,No,,,
